2019-12-26 01:24:45,853:'h'
2019-12-26 01:24:45,957:'p'
2019-12-26 01:24:46,116:'o'
2019-12-26 01:24:46,170:'m'
2019-12-26 01:24:46,302:'p'
2019-12-26 01:24:46,473:'o'
2019-12-26 01:24:46,493:','
2019-12-26 01:24:46,572:'s'
2019-12-26 01:24:46,659:'p'
2019-12-26 01:24:46,699:'d'
2019-12-26 01:24:46,808:'a'
2019-12-26 01:24:46,833:','
2019-12-26 01:24:46,891:'s'
2019-12-26 01:24:47,011:'p'
2019-12-26 01:24:47,079:'a'
2019-12-26 01:24:47,140:'s'
2019-12-26 01:24:47,200:'d'
2019-12-26 01:24:47,225:','
2019-12-26 01:24:47,302:'a'
2019-12-26 01:24:47,390:'p'
2019-12-26 01:24:47,572:'o'
2019-12-26 01:24:47,669:'j'
2019-12-26 01:24:47,678:'c'
2019-12-26 01:24:47,904:'8'
2019-12-26 01:24:47,919:'e'
2019-12-26 01:24:48,115:'u'
2019-12-26 01:24:48,170:'j'
2019-12-26 01:24:48,330:'c'
2019-12-26 01:24:48,476:'o'
2019-12-26 01:24:48,552:'k'
2019-12-26 01:24:48,611:'m'
2019-12-26 01:24:48,651:'o'
2019-12-26 01:24:48,677:'s'
2019-12-26 01:24:48,777:'c'
2019-12-26 01:24:48,858:'o'
2019-12-26 01:24:48,898:'s'
2019-12-26 01:24:48,958:'i'
2019-12-26 01:24:49,039:'c'
2019-12-26 01:24:49,119:'j'
2019-12-26 01:24:49,255:'o'
2019-12-26 01:24:49,315:'w'
2019-12-26 01:24:49,370:'i'
2019-12-26 01:24:49,460:'n'
2019-12-26 01:24:49,481:'e'
2019-12-26 01:24:49,491:'m'
2019-12-26 01:24:49,571:'c'
2019-12-26 01:24:49,582:'o'
2019-12-26 01:24:49,687:'s'
2019-12-26 01:24:49,697:'i'
2019-12-26 01:24:49,713:'a'
2019-12-26 01:24:49,762:'m'
2019-12-26 01:24:49,928:'o'
2019-12-26 01:24:50,063:'k'
2019-12-26 01:24:50,073:'s'
2019-12-26 01:24:50,088:'d'
2019-12-26 01:24:50,129:'m'
2019-12-26 01:24:50,224:'a'
2019-12-26 01:24:50,300:'o'
2019-12-26 01:24:50,315:'s'
2019-12-26 01:24:50,417:'i'
2019-12-26 01:24:50,507:'m'
2019-12-26 01:24:50,546:'a'
2019-12-26 01:24:50,582:'c'
2019-12-26 01:24:50,676:'o'
2019-12-26 01:24:50,808:'m'
2019-12-26 01:24:50,852:'c'
2019-12-26 01:24:50,964:'o'
2019-12-26 01:24:50,974:'a'
2019-12-26 01:24:51,014:'e'
2019-12-26 01:24:51,068:'d'
2019-12-26 01:24:51,099:'i'
2019-12-26 01:24:51,118:'m'
2019-12-26 01:24:51,209:'a'
2019-12-26 01:24:51,229:'s'
2019-12-26 01:24:51,279:'o'
2019-12-26 01:24:51,381:'d'
2019-12-26 01:24:51,391:'i'
2019-12-26 01:24:51,432:'m'
2019-12-26 01:24:51,500:'a'
2019-12-26 01:24:51,567:'s'
2019-12-26 01:24:52,586:Key.enter
2019-12-26 01:24:53,203:Key.esc
2019-12-26 01:32:45,006:'o'
2019-12-26 01:32:47,140:'h'
2019-12-26 01:32:47,301:'o'
2019-12-26 01:32:47,442:'l'
2019-12-26 01:32:47,562:'a'
2019-12-26 01:32:47,707:Key.space
2019-12-26 01:32:48,310:'g'
2019-12-26 01:32:48,426:'a'
2019-12-26 01:32:48,640:'r'
2019-12-26 01:32:48,744:'o'
2019-12-26 01:32:49,342:Key.backspace
2019-12-26 01:32:49,472:Key.backspace
2019-12-26 01:32:49,602:'r'
2019-12-26 01:32:50,184:Key.backspace
2019-12-26 01:32:50,284:'t'
2019-12-26 01:32:50,415:'p'
2019-12-26 01:32:51,084:Key.backspace
2019-12-26 01:32:51,257:'o'
2019-12-26 01:32:51,525:Key.space
2019-12-26 01:32:51,742:'c'
2019-12-26 01:32:51,806:'o'
2019-12-26 01:32:51,889:'m'
2019-12-26 01:32:52,012:'o'
2019-12-26 01:32:52,180:Key.space
2019-12-26 01:32:52,266:'e'
2019-12-26 01:32:52,409:'s'
2019-12-26 01:32:52,628:'t'
2019-12-26 01:32:52,827:'a'
2019-12-26 01:32:52,937:'s'
2019-12-26 01:32:53,525:Key.shift_r
2019-12-26 01:32:53,706:'?'
2019-12-26 01:32:54,727:Key.enter
2019-12-26 01:32:55,404:Key.alt
2019-12-26 01:32:56,539:Key.tab
2019-12-26 01:32:58,087:Key.esc
2019-12-26 01:34:52,088:'h'
2019-12-26 01:34:52,275:'o'
2019-12-26 01:34:52,438:'l'
2019-12-26 01:34:52,630:'a'
2019-12-26 01:34:52,801:Key.space
2019-12-26 01:34:53,346:'l'
2019-12-26 01:34:53,613:'u'
2019-12-26 01:34:53,856:'c'
2019-12-26 01:34:53,947:'a'
2019-12-26 01:34:54,018:'s'
2019-12-26 01:34:54,184:Key.space
2019-12-26 01:34:54,340:'d'
2019-12-26 01:34:54,412:'e'
2019-12-26 01:34:54,542:'l'
2019-12-26 01:34:54,754:Key.space
2019-12-26 01:34:55,467:'f'
2019-12-26 01:34:56,213:'u'
2019-12-26 01:34:56,544:'t'
2019-12-26 01:34:56,689:'u'
2019-12-26 01:34:56,969:'r'
2019-12-26 01:34:57,224:'o'
2019-12-26 01:34:58,897:Key.esc
